GeneName	SAMN15636466	SAMN15636467	SAMN15636468	SAMN15636469	SAMN15636470	SAMN15636471
RSPO3	591	495	595	272	593	232
RSPO4	553	294	554	473	397	467
RSPRY1	568	690	520	846	773	704
RSRC1	438	387	293	401	452	331
RSRC2	844	768	929	838	1050	567
RSRP1	4710	4351	4396	3825	5226	3464
RSU1	1929	1696	1692	1490	1782	1427
RTCA	370	383	348	353	390	407
RTCB	2249	2261	1930	2471	2095	2563
RTEL1	613	887	525	630	624	1090
RTF1	1594	1680	1637	1698	1810	1630
RTFDC1	1687	1458	1366	1115	1460	1273
RTKN	1241	867	701	921	981	887
RTKN2	126	178	137	195	167	214
RTN1	197	381	386	276	922	415
RTN4	2322	2045	2217	2236	2875	2086
RTN4IP1	481	267	210	320	438	487
RTN4R	84	145	119	35	86	57
RTN4RL1	7	18	25	12	121	16
RTN4RL2	1042	489	422	481	612	559
RTP2	0	0	0	0	0	0
RTRAF	2875	2065	1794	2005	1736	3029
RTTN	306	492	347	384	543	666
RUBCN	491	633	646	843	856	1052
RUBCNL	962	1076	914	1058	1219	1273
RUFY1	1439	1384	1396	1255	1150	1457
RUFY2	217	299	253	215	280	257
RUFY3	922	1131	1204	1374	1508	1446
RUFY4	16	27	35	146	65	20
RUNDC1	1530	1340	1108	1419	1304	1776
RUNDC3A	28	35	52	88	127	27
RUNDC3B	208	275	157	142	312	295
RUNX1	396	659	656	1089	866	444
RUNX1T1	450	709	867	724	887	530
RUNX2	138	49	87	128	72	88
RUNX3	100	158	77	452	223	150
RUSC1	1470	1414	1147	1525	1330	1608
RUSC2	345	638	551	509	809	796
RUVBL1	551	452	405	451	420	498
RWDD1	211	199	178	177	198	131
RWDD2A	394	374	272	359	399	393
RWDD2B	294	189	127	151	274	265
RWDD3	305	400	384	292	446	277
RWDD4	456	315	574	355	395	284
RXFP1	66	93	188	131	101	69
RXFP2	296	208	190	143	298	367
RXFP3	555	511	196	543	513	599
RXRA	1003	1113	1272	1276	1849	1548
RXRG	206	171	130	154	181	212
RYBP	540	566	472	497	523	506
RYK	2527	2388	1908	1754	1930	2787
RYR2	125	163	135	110	265	246
RYR3	22	84	52	47	142	96
S100A1	58	31	46	33	56	51
S100A10	343	133	132	132	202	70
S100A11	767	791	414	1185	998	757
S100A12	1781	6417	2684	23995	15161	161
S100A13	127	80	99	210	161	110
S100A14	21	3	3	8	14	6
S100A16	296	152	188	386	279	257
S100A4	12	9	5	28	25	8
S100A6	4526	2295	2228	2096	2906	2693
S100B	71	74	56	76	184	128
S100Z	0	0	0	0	0	0
S1PR1	853	906	1318	876	1454	691
S1PR2	483	450	437	594	420	558
S1PR3	132	134	96	134	138	111
S1PR4	47	28	31	121	94	27
SAA	929	784	600	6925	4966	180
SACM1L	1802	1646	1549	1620	1550	2288
SACS	374	999	1270	888	1554	697
SAE1	2462	1766	1502	2108	1473	2192
SAFB	1589	1338	1490	1386	1613	1218
SAFB2	1336	1435	1627	1430	1607	1243
SAG	46	24	20	27	54	26
SALL1	1156	1941	2086	1676	1842	1682
SALL3	13	28	19	16	11	79
SALL4	664	821	488	521	594	1238
SAMD10	4	12	5	2	39	6
SAMD11	687	852	807	722	747	637
SAMD12	534	857	1200	875	1241	835
SAMD14	31	17	20	20	66	33
SAMD15	14	14	10	10	21	15
SAMD3	0	2	0	0	0	3
SAMD4A	2411	2934	3334	2615	3524	2464
SAMD4B	1248	1207	941	1217	1082	1379
SAMD7	10	5	14	17	15	15
SAMD8	716	1024	714	813	966	1155
SAMD9L	86	51	100	229	290	25
SAMHD1	581	504	544	658	670	554
SAMM50	1185	882	887	996	1081	1046
SAMSN1	120	122	98	336	224	48
SAP130	974	1275	1154	1393	1335	1781
SAP18	6464	4504	4117	5412	4739	5612
SAP30	487	367	347	313	262	435
SAP30BP	1190	1113	1000	991	1169	1339
SAP30L	1031	1270	1262	1258	1459	1068
SAPCD2	1359	1292	686	1252	823	2609
SAR1A	3067	2429	2357	3083	2335	3556
SAR1B	738	698	725	798	646	745
SARAF	1505	1489	1485	2163	1911	1278
SARDH	287	197	334	259	357	244
SARM1	61	46	81	119	121	68
SARNP	1941	2225	1823	2348	1982	2332
SARS1	2615	2219	1772	2648	1743	2949
SARS2	507	437	372	492	394	489
SART3	805	1112	991	1039	1090	938
SASH1	874	1461	1701	1564	2249	1426
SASH3	371	415	225	1118	693	208
SASS6	404	392	427	328	511	460
SAT1	5515	3968	5053	8411	7025	5558
SATB1	66	88	82	224	163	122
SATB2	77	150	50	133	346	167
SAV1	2329	2255	2350	2554	2295	2530
SAXO1	2	0	0	1	1	0
SAXO2	12	6	10	4	11	3
SAYSD1	385	416	352	370	373	481
SBDS	1476	1584	1559	1366	1620	1471
SBF1	2920	4579	4137	5452	4312	5786
SBF2	530	897	1014	720	1022	883
SBK1	40	12	34	31	27	17
SBK2	1	0	7	4	21	2
SBK3	0	1	2	0	5	2
SBNO1	1773	2403	2421	2492	2868	2283
SBNO2	1070	1273	1378	2154	1773	1198
SBSPONL	24	1	5	15	18	25
SC5D	902	751	869	976	808	1309
SCAF11	1200	1562	1582	1590	1744	1428
SCAF4	450	634	651	683	642	542
SCAF8	726	1107	1061	1091	1179	1022
SCAI	385	412	387	296	494	407
SCAMP1	554	598	543	636	697	568
SCAMP2	2443	2033	1597	2156	1852	2476
SCAMP3	1443	1208	1020	1180	1000	1727
SCAMP4	2101	2425	2060	2755	2090	3098
SCAMP5	754	771	619	691	680	1133
SCAP	2182	2556	2344	3110	2782	3219
SCAPER	795	1067	841	959	1220	1131
SCARA3	875	821	1080	1089	1029	708
SCARA5	317	316	209	297	919	292
SCARB1	644	594	581	761	704	975
SCARB2	1940	1747	1575	1768	2006	1596
SCARF1	1260	1112	1392	1760	2063	1086
SCARF2	1606	2071	1758	2199	1744	1597
SCARNA15	0	0	0	0	0	0
SCCPDH	3045	3911	2949	3153	3107	4013
SCD	677	1309	963	1360	870	2242
SCD5	2304	2732	1915	2284	1818	3966
SCEL	1305	1604	1801	1346	1580	1770
SCFD1	366	329	371	347	372	353
SCFD2	537	441	472	615	573	542
SCG2	523	87	106	255	447	77
SCG3	336	303	270	295	959	376
SCG5	42	20	16	25	147	28
SCGN	7	5	0	1	3	8
SCHIP1	651	600	453	470	708	723
SCIN	564	703	686	1426	1358	537
SCLT1	114	128	117	109	117	108
SCLY	644	614	442	691	535	727
SCMH1	659	770	688	724	790	811
SCML2	159	149	196	217	233	241
SCML4	147	211	74	148	231	227
SCN11A	44	97	24	67	48	18
SCN1A	25	10	6	52	30	24
SCN2A	13	20	7	6	17	49
SCN2B	0	0	0	0	0	0
SCN3A	23	11	2	5	19	15
SCN3B	124	87	87	105	164	147
SCN4A	20	9	15	31	33	25
SCN4B	1038	1108	896	945	1135	877
SCN5A	20	16	20	15	35	38
SCN8A	58	89	100	158	209	152
SCN9A	56	92	69	75	273	137
SCNM1	1562	1605	1202	1676	1458	1994
SCNN1A	43	80	78	81	93	56
SCNN1B	25	12	30	34	38	34
SCNN1D	1	1	0	27	29	2
SCNN1G	124	155	155	171	177	187
SCO2	396	209	214	393	248	335
SCOC	1675	1785	1457	1468	1704	1852
SCP2	2300	2038	2098	1876	2194	2077
SCPEP1	1508	1517	1486	1855	1733	1824
SCRG1	70	156	79	52	26	166
SCRIB	1497	2211	2466	2596	2720	2579
SCRN1	437	371	235	286	284	523
SCRN2	598	619	490	747	542	734
SCRN3	620	807	629	557	835	635
SCRT2	5	0	3	6	2	2
SCT	3	4	5	7	16	6
SCTR	69	197	114	97	130	197
SCUBE1	210	288	204	221	314	445
SCUBE2	88	148	232	73	138	154
SCUBE3	473	472	321	908	558	992
SCX	188	101	30	10	63	93
SCYL1	1027	872	591	1005	632	1041
SCYL2	660	976	970	957	1118	905
SCYL3	962	1013	780	1039	1014	1393
SDAD1	553	710	403	457	581	713
SDC1	2642	2635	2597	3421	1893	2370
SDC2	2177	1507	2109	1022	1739	1176
SDC3	401	1027	973	724	1398	636
SDC4	2786	2553	1734	2174	2495	3086
SDCBP	7572	5834	5668	6979	6662	5811
SDCBP2	52	40	27	72	50	41
SDCCAG3	139	155	118	167	94	191
SDCCAG8	234	208	271	219	251	240
SDE2	2122	1648	1832	1572	1633	1993
SDF2	1907	1201	1083	2070	1049	1756
SDF2L1	1053	820	734	1295	919	967
SDF4	1477	1335	1306	1192	1486	1021
SDHA	3256	2755	2693	3567	3511	3698
SDHAF1	0	0	0	0	0	0
SDHAF2	814	637	560	915	630	998
SDHAF3	316	238	201	187	200	318
SDHAF4	320	415	262	374	310	367
SDHB	1860	1543	1276	1666	1402	1843
SDHC	1186	1046	936	1162	938	1370
SDHD	2012	1989	2027	2221	2047	1787
SDK1	871	1898	1822	1791	2608	2194
SDK2	135	266	191	208	140	165
SDR16C5	303	246	330	301	325	245
SDR16C6	1	0	0	1	0	2
SDR42E1	78	87	97	91	75	85
SDR42E2	15	14	20	13	32	23
SDSL	13	16	16	28	13	15
SEBOX	56	107	26	51	142	193
SEC11A	1145	844	735	969	770	961
SEC11C	482	445	391	449	481	455
SEC13	3037	1976	1909	2407	1963	2807
SEC14L1	1814	2039	2346	2700	2580	3168
SEC14L2	140	186	137	75	102	189
SEC14L3	142	90	148	87	99	108
SEC14L5	231	599	344	548	438	617
SEC16A	2252	3954	3426	3759	3831	4936
SEC16B	213	291	238	278	284	238
SEC22A	588	472	387	529	481	645
SEC22B	2073	1753	1511	1772	1824	1962
SEC22C	513	628	637	498	703	564
SEC23A	1890	2130	2095	2157	2482	2212
SEC23B	1237	875	898	1247	1006	1304
SEC23IP	1086	1037	980	1222	1548	1441
SEC24A	1473	1891	1903	1715	1939	2148
SEC24B	438	681	665	646	773	800
SEC24C	2937	3474	3469	4061	3836	4310
SEC24D	1317	1267	1444	1573	1786	1241
SEC31A	4545	5465	5286	6150	5393	7755
SEC31B	955	1347	1311	1307	1297	2092
SEC61A1	2469	2193	2035	2305	2519	2479
SEC61A2	849	746	671	612	737	873
SEC61B	2772	1458	1423	2241	1584	2051
SEC61G	583	326	372	342	331	446
SEC62	589	526	569	475	692	485
SEC63	1997	1960	2046	1712	1902	1932
SECISBP2	385	494	494	434	505	463
SECISBP2L	903	2218	2033	1794	2049	2190
SEH1L	1079	1066	932	1012	944	1427
SEL1L	1567	1816	1970	2128	2360	1710
SEL1L3	1131	1393	1229	1390	1376	1426
SELE	285	175	279	302	486	154
SELENBP1	1059	899	1338	1320	1332	1096
SELENOF	1919	1629	1755	1900	1730	1899
SELENOH	550	326	281	419	290	464
SELENOI	826	948	645	952	786	1129
SELENOI2	501	445	473	517	358	600
SELENOK	29	25	29	38	23	32
SELENOM	2289	1151	1531	1123	1547	1483
SELENON	2200	2432	2847	2270	2915	2572
SELENOO	499	1265	1099	724	1146	1253
SELENOOL	395	447	409	392	439	460
SELENOP1	9318	6168	7895	16499	12074	6886
SELENOP2	71	131	61	42	171	154
SELENOS	971	661	626	785	749	792
SELENOT	2008	1658	1408	1755	1663	1899
SELENOW	2131	1436	1560	1833	1905	1708
SELP	706	624	429	1763	1408	581
SELPLG	137	249	118	997	590	175
SEMA3A	599	979	1025	817	992	982
SEMA3B	496	537	342	421	598	506
SEMA3C	987	1055	1184	714	1139	926
SEMA3D	436	732	881	379	1008	867
SEMA3DL	470	315	278	476	304	304
SEMA3E	15	39	42	33	7	37
SEMA3F	950	788	752	951	959	604
SEMA3G	322	317	475	497	344	346
SEMA4B	1907	1827	1411	2072	1487	2247
SEMA4D	286	262	323	294	351	320
SEMA4G	843	746	721	884	669	679
SEMA5A	1072	1801	1762	1364	1996	2489
SEMA5B	576	782	946	900	1104	714
SEMA6A	192	315	373	292	508	274
SEMA6B	881	437	189	565	649	781
SEMA6C	110	75	139	134	149	67
SEMA6D	446	815	877	715	978	803
SEMA7A	2930	4734	2903	3380	3126	5965
SENP1	950	1049	696	853	929	1246
SENP2	256	255	237	202	226	222
SENP5	898	956	855	920	1040	873
SENP6	971	1276	1212	1020	1227	853
SENP7	235	365	483	281	495	269
SENP8	252	325	219	239	332	356
SEPHS1	737	962	1142	988	1176	1092
SEPHS3	1616	1670	1478	2034	1506	2552
SEPSECS	337	384	303	494	383	358
12-Sep	311	282	238	658	465	308
14-Sep	704	732	677	513	876	536
2-Sep	1230	1577	1236	2032	1989	1468
SEPT2L	2741	2449	2800	2162	2827	2247
4-Sep	204	115	195	146	159	148
7-Sep	3209	2583	3047	2688	3537	2157
SEPTIN11	2489	2164	2061	2135	1853	2573
SEPTIN3	1	8	1	1	58	17
SEPTIN5	3317	3872	2649	4605	4753	5247
SEPTIN6	1496	1811	1560	2242	2465	1544
SEPTIN8	4007	3795	3039	4301	3264	6128
SEPTIN9	3387	3139	2754	3807	4291	3194
SERAC1	226	340	390	396	449	363
SERBP1	9716	7639	7452	9064	8416	7768
SERF2	62	39	41	43	73	45
SERGEF	183	210	195	181	266	333
SERHL	892	838	770	814	774	1113
SERINC1	5689	5763	5884	5920	7612	5537
SERINC2	425	352	310	398	421	746
SERINC3	4715	5557	5563	5303	5566	4981
SERINC4	357	309	230	266	231	277
SERINC5	986	905	1366	1182	1058	1014
SERP1	6385	4367	4017	5990	4247	4562
SERPINA10	0	0	2	0	0	0
SERPINB1	58	80	49	312	167	33
SERPINB10A	13	71	21	260	261	5
SERPINB10B	428	1882	900	6454	5255	43
SERPINB12	2	19	6	36	20	1
SERPINB2	1947	436	610	585	440	437
SERPINB5	130	81	101	25	69	38
SERPINB6	1480	1404	1289	1643	1740	1187
SERPINC1	11	10	15	7	13	8
SERPIND1	2	11	12	11	10	5
SERPINE2	4546	3382	2728	2886	3603	3201
SERPINE3	1	0	0	0	0	1
SERPINF1	4004	2036	2305	3109	3914	3111
SERPINF2	782	472	347	864	302	624
SERPING1	3043	2044	2121	5271	3093	2609
SERPINH1	24201	16632	19139	19851	18741	18967
SERPINI1	1095	988	742	751	1267	1091
SERTAD2	286	429	400	549	594	424
SERTAD4	330	463	353	239	413	328
SERTM1	216	149	147	213	266	164
SERTM2	32	16	33	26	22	25
SESN1	1760	1798	2243	2147	2348	2151
SESN2	886	834	917	974	936	1408
SESN3	1178	1333	1920	1697	1895	1265
SESN4	640	579	664	785	647	736
SESTD1	1669	1737	1564	1445	1998	2402
SET	3173	3359	3060	3300	3410	2954
SETBP1	121	280	325	236	316	214
SETD1A	681	901	971	963	1093	847
SETD2	2083	3413	3310	3867	3810	3220
SETD3	992	965	972	872	1016	1050
SETD4	40	81	56	87	38	42
SETD5	1316	1543	1527	1859	1861	1868
SETD6	542	558	478	579	551	667
SETD7	2228	2962	2977	2549	3142	3192
SETD9	289	215	282	271	234	348
SETDB1	1758	2111	1853	2518	1811	2361
SETDB2	284	355	242	427	377	557
SETMAR	779	1073	720	811	868	912
SETX	652	982	1053	1195	1218	962
SEZ6	0	8	2	0	74	5
SEZ6L	55	21	55	104	151	98
SF3A1	3988	5243	3858	4544	4409	7137
SF3A2	1169	963	878	818	915	1145
SF3A3	1143	1141	909	1046	1210	989
SF3B1	4711	5764	6351	6766	7268	4973
SF3B3	5081	5806	4496	6279	5038	7467
SF3B4	1381	1429	1230	1755	1298	1736
SF3B5	1600	1163	842	1338	1086	1237
SF3B6	1153	861	769	915	839	1082
SFI1	316	418	529	409	554	605
SFMBT1	152	257	279	241	362	210
SFMBT2	283	377	519	373	626	411
SFN	94	19	33	17	35	38
SFPQ	4254	4193	4466	4044	5365	3768
SFR1	213	287	136	239	262	394
SFRP1	2878	2428	2612	1796	2865	3150
SFRP2	573	616	621	651	662	873
SFRP4	973	379	252	806	285	586
SFRP5	321	218	183	250	519	327
SFSWAP	644	1023	1088	862	1292	812
SFT2D1	2284	1706	1314	1815	1894	2048
SFT2D2	1498	1502	1390	1468	1605	2228
SFT2D3	32	49	53	42	57	42
SFTPA1	18	17	6	13	28	29
SFTPA2	3	1	1	1	1	1
SFXN1	959	710	535	871	1010	662
SFXN2	306	224	286	310	265	466
SFXN3	1817	1193	1114	1413	1139	1388
SFXN4	933	788	454	691	957	885
SFXN5	179	168	134	210	167	244
SGCA	10	11	18	8	53	11
SGCB	1468	1943	1877	1383	2129	1380
SGCD	968	2026	2285	1592	2924	1412
SGCE	1562	1551	1461	1232	2023	1336
SGCG	168	330	281	192	364	151
SGCZ	41	36	22	25	41	52
SGF29	3341	3661	2468	3438	2844	4572
SGIP1	543	542	220	326	521	790
SGK1	1275	1301	1777	1656	1695	1259
SGK2	6326	5913	3572	4540	4293	9856
SGK3	1216	1039	1117	1181	1594	1481
SGK494	437	576	313	424	369	1209
SGMS1	494	647	693	630	804	579
SGMS2	876	1275	852	817	1328	1016
SGO1	738	725	370	534	551	872
SGO2	133	100	131	113	189	116
SGPL1	3269	3992	3909	4424	3056	5441
SGPP1	339	537	489	545	459	870
SGPP2	549	270	181	345	253	566
SGSH	738	799	692	1106	726	1380
SGSM1	484	781	475	570	759	573
SGSM2	603	968	950	875	1205	1097
SGSM3	2037	2077	1271	1881	1232	3509
SGTA	1350	1284	1314	1101	1284	1433
SGTB	235	353	318	325	388	378
SH2B1	412	511	265	446	499	775
SH2B3	1024	1136	1171	1437	1325	1299
SH2D1A	52	138	74	490	285	110
SH2D1B	36	45	53	85	126	23
SH2D2A	25	52	23	133	66	24
SH2D3C	863	748	834	1264	1072	825
SH2D4A	125	158	93	124	152	145
SH2D4B	77	123	77	53	100	141
SH2D5	4	4	0	3	8	3
SH2D6	524	626	398	597	630	721
SH3BGR	0	6	1	2	14	1
SH3BGRL	5017	4784	5827	6169	7480	3137
SH3BGRL2	582	658	589	418	1378	580
SH3BGRL3	5597	3983	3936	6049	4773	5066
SH3BP1	48	67	40	249	139	69
SH3BP2	270	413	423	387	470	416
SH3BP4	3527	5040	4579	4503	4510	5340
SH3BP5	1213	1317	1082	1368	1505	1160
SH3BP5L	326	221	228	247	173	207
SH3D19	849	1615	2091	1206	2128	996
SH3GL1	2428	1969	2088	2878	2267	2314
SH3GL2	8	13	11	7	15	8
SH3GL3	571	535	402	352	470	630
SH3GLB1	1530	1174	1232	1123	1401	1186
SH3GLB2	2949	3490	2588	3303	2566	5740
SH3KBP1	1146	1009	1068	1349	1463	727
SH3PXD2A	2396	3567	4852	2396	5020	2600
SH3PXD2B	1026	1446	1242	1584	1671	1832
SH3RF1	330	375	454	389	477	450
SH3RF2	24	24	8	4	23	19
SH3RF3	941	1129	914	1062	1237	1421
SH3TC1	611	729	720	536	742	846
SH3TC2	429	523	297	627	766	586
SH3YL1	139	152	144	113	143	227
SHANK2	484	969	609	642	611	1546
SHANK3	532	716	798	672	859	558
SHB	326	349	387	366	456	391
SHC1	3636	2985	2685	3993	2871	3760
SHC2	312	354	258	381	486	461
SHC3	10	16	5	17	14	20
SHC4	844	1294	664	876	887	1834
SHCBP1	887	957	682	742	860	1355
SHD	8	4	3	3	4	6
SHE	769	428	567	727	797	381
SHF	1254	1332	1186	1290	1169	2211
SHFM1	1002	609	644	678	813	695
SHH	7	6	7	12	3	10
SHISA2	1005	1007	585	620	1083	1303
SHISA3	19	56	60	39	61	349
SHISA4	615	336	341	280	504	342
SHISA5	3073	2786	2704	4555	3346	3460
SHISA6	103	131	72	84	139	137
SHISA8	19	15	8	3	6	12
SHISA9	141	172	164	173	166	162
SHKBP1	2522	2449	1938	2167	2441	3649
SHLD3	19	19	17	13	35	9
SHMT1	467	457	391	673	436	725
SHOC2	464	608	609	545	712	576
SHOX	6	12	7	8	3	65
SHOX2	5	16	12	3	22	80
SHPK	542	491	420	347	512	333
SHPRH	385	688	642	610	811	809
SHQ1	233	283	195	207	258	260
SHROOM1	613	787	354	652	517	1080
SHROOM2	799	1205	1532	1528	1275	1215
SHROOM3	492	672	727	555	722	795
SHROOM4	1106	1184	1207	1588	1451	1104
SHTN1	676	860	683	599	605	917
SI	139	196	78	95	318	334
SIAH1	859	744	598	709	747	1000
SIAH2	530	428	328	585	499	488
SIAH3	0	3	5	3	1	0
SIDT1	3077	4283	2464	3072	3198	7534
SIDT2	1850	1640	1758	2424	2113	2344
SIGIRR	9	12	13	14	7	22
SIGLEC15	2	0	0	0	0	0
SIGMAR1	741	620	533	810	547	937
SIIL	3	0	0	0	2	2
SIK1	726	784	1058	832	1171	821
SIK2	1094	2005	1658	1894	2181	2860
SIK3	513	817	826	1013	1084	864
SIKE1	1159	959	902	966	910	1485
SIL1	709	560	417	611	659	1083
SIM1	61	87	70	50	48	208
SIM2	28	38	15	20	37	48
SIMC1	382	383	444	463	446	491
SIN3A	1000	1775	1474	1944	1666	1808
SIN3B	1137	1547	1584	1509	1715	1603
SIPA1L1	1832	2659	2597	2338	2791	3104
SIPA1L2	472	671	640	657	801	501
SIRPA	233	156	133	480	218	523
SIRT1	752	912	1024	774	1077	609
SIRT2	1609	1474	1213	1813	1338	1935
SIRT3	697	609	441	656	509	720
SIRT4	239	229	236	240	267	388
SIRT5	998	670	557	853	466	1030
SIRT6	1363	1046	929	1338	1143	1669
SIRT7	661	510	420	654	588	584
SIVA1	499	303	345	466	428	350
SIX1	346	337	205	205	262	595
SIX2	152	157	126	11	107	157
SIX3	1	0	1	0	0	4
SIX5	581	822	634	684	720	910
SIX6	0	0	0	1	0	1
SKA1	231	75	183	103	75	202
SKA2P1	1036	833	758	742	1022	854
SKA3	1166	828	494	704	838	1152
SKAP1	179	171	86	170	180	151
SKAP2	904	858	756	971	1025	772
SKI	378	968	925	869	1126	717
SKIDA1	167	187	143	94	140	162
SKIL	148	253	223	222	259	223
SKIV2L	784	705	632	886	697	887
SKIV2L2	958	798	837	831	867	916
SKOR1	20	43	21	11	42	212
SKOR2	6	7	10	8	9	21
SKP1	4709	4074	4043	4016	4249	4435
SKP2	1101	800	941	954	826	731
SLA	137	161	118	454	416	103
SLA2	643	484	398	727	395	1030
SLAIN1	100	100	109	129	82	196
SLAIN2	939	1044	936	1044	1197	1350
SLAMF1	38	52	35	192	129	51
SLAMF8	49	36	37	17	38	15
SLBP	387	413	261	312	284	548
SLC10A1	0	2	1	0	7	4
SLC10A2	3	6	4	0	1	8
SLC10A4	34	71	40	149	149	57
SLC10A7	634	748	667	593	800	656
SLC11A1	148	196	93	479	279	125
SLC11A2	633	816	735	1007	804	1086
SLC12A1	1	5	2	7	4	5
SLC12A2	762	1227	981	1156	1312	1505
SLC12A3	28	32	21	23	25	67
SLC12A4	2688	3277	3177	3147	3314	4282
SLC12A5	469	402	547	863	767	307
SLC12A7	699	800	757	944	979	834
SLC12A8	237	292	185	203	114	508
SLC12A9	1974	2170	1587	2358	1860	3252
SLC13A1	1	12	0	11	16	5
SLC13A2	0	3	3	5	7	0
SLC13A3	24	12	28	15	33	26
SLC13A4	1	4	5	5	12	10
SLC13A5	510	721	401	488	847	907
SLC14A2	8	29	16	16	11	4
SLC15A1	1214	1206	1099	829	961	2402
SLC15A2	26	25	31	28	37	38
SLC15A4	976	960	949	1189	1036	1010
SLC15A5	539	787	275	507	571	997
SLC16A1	4034	3923	3517	4503	4182	5516
SLC16A10	1078	826	1119	1439	1323	1536
SLC16A12	119	46	46	49	85	75
SLC16A13	6	7	3	23	32	11
SLC16A14	13	10	13	20	8	9
SLC16A2	225	570	464	424	555	339
SLC16A3	166	196	161	424	517	180
SLC16A4	127	116	119	170	148	95
SLC16A5	1	4	5	2	4	1
SLC16A6	663	889	565	727	663	1115
SLC16A7	46	116	141	140	184	146
SLC16A8	36	25	16	19	54	24
SLC16A9	208	223	266	243	276	345
SLC17A5	765	917	760	767	731	1083
SLC17A6	3	16	1	3	15	28
SLC17A8	0	2	0	1	4	0
SLC17A9	82	55	53	85	74	28
SLC18A1	0	1	0	1	12	7
SLC18A2	25	37	33	37	287	35
SLC18A3	98	124	43	72	152	234
SLC18B1	849	647	592	488	551	579
SLC19A1	1251	1163	1044	1333	1086	1553
SLC19A2	1300	1923	885	1627	1393	2771
SLC19A3	31	15	38	36	46	23
SLC1A1	14	20	20	17	21	10
SLC1A2	117	108	99	295	270	165
SLC1A3	70	77	93	90	75	89
SLC1A4	485	851	720	1049	1165	754
SLC1A6	201	184	218	985	648	251
SLC1A7	3	1	0	4	5	8
SLC20A1	896	841	642	682	442	1044
SLC20A2	172	261	231	250	365	241
SLC22A1	35	21	51	27	14	44
SLC22A13	4	1	2	1	0	2
SLC22A13L	0	0	2	0	0	0
SLC22A15	175	273	252	204	525	250
SLC22A15L	126	144	151	137	224	139
SLC22A16	71	66	80	64	113	84
SLC22A18	230	155	72	143	115	208
SLC22A23	1029	1471	650	1630	1074	1556
SLC22A3	605	782	480	460	857	1129
SLC22A31	2230	2121	973	2160	1137	3503
SLC22A4	57	101	63	107	111	153
SLC22A5	338	569	397	650	442	808
SLC22A7	37	39	18	24	50	58
SLC23A1	13	13	10	129	51	4
SLC23A2	1280	1652	1478	1744	1726	1412
SLC24A1	0	2	2	0	0	2
SLC24A2	30	38	41	72	172	68
SLC24A3	423	720	934	553	1248	578
SLC24A4	313	507	642	474	416	435
SLC24A5	7	24	14	16	20	48
SLC25A1	1558	1437	1424	2147	1820	2067
SLC25A10	443	407	312	597	381	547
SLC25A12	583	708	662	652	792	555
SLC25A13	936	921	921	885	852	1187
SLC25A14	1578	1424	1010	1465	1152	2164
SLC25A15	785	954	549	614	674	1224
SLC25A16	445	439	428	372	494	435
SLC25A17	475	471	447	480	430	436
SLC25A19	344	439	458	410	519	389
SLC25A20	1547	1273	1395	1456	1415	1298
SLC25A21	119	133	133	136	154	154
SLC25A22	211	275	201	272	192	317
SLC25A24	1737	1877	1558	1291	2217	1287
SLC25A25	588	792	629	974	910	1144
SLC25A26	204	234	144	236	290	325
SLC25A28	1931	1794	1382	1789	1287	2352
SLC25A29	480	609	516	580	755	624
SLC25A3	5859	4539	4976	5712	5696	4868
SLC25A30	621	652	535	629	694	582
SLC25A32	239	289	273	341	310	405
SLC25A33	211	166	103	130	178	194
SLC25A34	25	32	19	27	27	52
SLC25A36	1396	1901	1810	1496	2037	1914
SLC25A37	246	228	323	522	360	249
SLC25A38	601	917	553	840	842	1260
SLC25A39	2298	1792	1403	2397	1419	2795
SLC25A4	1798	1280	1386	1298	1272	2346
SLC25A40	6	4	0	2	0	23
SLC25A42	2925	4204	2570	2807	2924	5640
SLC25A43	542	446	430	480	507	577
SLC25A46	464	463	443	478	544	394
SLC25A47	228	262	238	243	226	420
SLC25A48	115	110	75	121	140	160
SLC25A5	2911	2193	1743	2671	2007	3586
SLC25A51	731	722	759	590	562	701
SLC25A6	9773	8837	10824	13498	12167	8700
SLC26A1	2	8	5	17	1	3
SLC26A11	631	522	596	949	549	940
SLC26A2	545	738	575	785	854	879
SLC26A3	19	25	17	94	54	33
SLC26A4	9	13	11	6	23	16
SLC26A5	520	604	693	867	755	609
SLC26A6	49	50	23	42	75	72
SLC26A7	20	12	25	15	0	16
SLC26A8	66	119	92	104	122	121
SLC26A9	28	14	24	98	7	67
SLC27A1	412	410	362	520	518	454
SLC27A2	168	221	140	259	199	282
SLC27A4	1915	2466	1892	2331	1784	3212
SLC27A6	123	161	261	190	144	187
SLC28A2	11	1	0	11	4	11
SLC28A3	8	3	1	3	4	5
SLC29A1	595	846	585	1044	697	910
SLC29A3	443	532	359	556	487	891
SLC29A4	510	628	382	426	654	594
SLC2A1	802	1041	706	1023	941	1222
SLC2A10	167	100	143	187	169	145
SLC2A11	25	58	21	43	57	69
SLC2A11L1	2	8	11	7	8	8
SLC2A11L4	2	0	7	1	1	0
SLC2A11L5	749	699	628	541	784	813
SLC2A12	371	379	667	405	546	526
SLC2A13	756	908	926	991	1100	954
SLC2A14	2422	2437	1785	2795	2697	2667
SLC2A2	1	4	1	0	10	5
SLC2A4RG	167	136	135	188	152	198
SLC2A5	166	186	306	375	291	215
SLC2A6	166	102	91	610	347	128
SLC2A8	629	562	599	677	759	532
